Assay Type,Molecule Name,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,Original Smiles,nM,Inhibitor
B,,942.14,-2.09,3.0,IC50,>,10000.0,nM,CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,10000.0,0
F,,566.75,4.84,1.0,IC50,=,2150.0,nM,N[C@H]1CC[C@H](CN(Cc2nccc3c4ccccc4n(CC(=O)N4CCOCC4)c23)[C@H]2CCCc3cccnc32)CC1,2150.0,0
F,,390.58,3.75,0.0,IC50,=,1800.0,nM,N[C@H]1CC[C@@H](N(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,1800.0,0
F,,325.46,2.68,0.0,IC50,=,49.0,nM,NCCCCN(Cc1cccc(N)n1)C1CCCc2cccnc21,49.0,1
B,,366.51,2.58,0.0,IC50,=,2391.0,nM,Cc1cccc([C@@H]2CCCN2Cc2cc(N3CCN(C)CC3)nc(C)n2)n1,2391.0,0
F,,455.65,4.44,0.0,IC50,=,22.7,nM,c1ccc2c(c1)CN[C@@H](CN(CCCCNCc1ccncc1)[C@H]1CCCc3cccnc31)C2,22.7,1
B,,578.81,4.11,1.0,IC50,=,4.5,nM,c1ccc(CN(Cc2ccc(-c3ncccc3CN3CCCNCCNCCCNCC3)cc2)Cc2ccccn2)nc1,4.5,1
B,,581.72,6.58,2.0,IC50,>,1000.0,nM,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(C)(Cn2cnc3ccccc32)c2ccccc2)CC1,1000.0,0
F,,485.63,4.77,0.0,IC50,=,15.0,nM,CCOC(=O)Cn1c2ccccc2c2ccnc(CN(CCCCN)[C@H]3CCCc4cccnc43)c21,15.0,1
F,,508.71,5.17,2.0,IC50,=,14.0,nM,c1cnc2c(c1)CCC[C@@H]2N(CCCN1CCNCC1)Cc1nccc2c3ccccc3n(CC3CC3)c12,14.0,1
B,,756.86,0.74,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
F,,478.12,4.41,0.0,IC50,>,10000.0,nM,CCCN1C(=O)[C@@H](CC(C)C)NC(=O)C12CCN(CCCCCCc1ccccc1)CC2.Cl,10000.0,0
B,,342.91,4.65,0.0,IC50,=,1000.0,nM,Cc1ccc(CNCC2CCN(Cc3ccccc3Cl)CC2)cc1,1000.0,0
B,,364.54,3.93,0.0,IC50,>,30000.0,nM,NCCCCN(C[C@@H]1CCc2ccccc2N1)[C@H]1CCCc2cccnc21,30000.0,0
B,,755.88,0.15,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCC(N)=O,30000.0,0
F,,376.55,3.07,0.0,IC50,=,13.0,nM,NCC1CC1CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,9.7,1
B,,559.07,4.73,1.0,IC50,=,7940.0,nM,COC(=O)[C@@H]1[C@H]2C[C@@H](c3[nH]c4ccccc4c3CCn3cc(-c4cccc(Cl)c4)nn3)N(C#N)C[C@@H]2CC[C@@H]1O,7940.0,0
F,,462.68,4.27,0.0,IC50,=,52.9,nM,c1ccc2c(c1)CN[C@@H](CN(CCCCNCC1CCOCC1)[C@H]1CCCc3cccnc31)C2,52.9,1
B,,498.72,2.7,0.0,IC50,=,46.8,nM,CCc1cc(NC2CCNCC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,46.8,1
F,,356.49,2.78,0.0,IC50,=,127.0,nM,Cc1cc(F)cnc1CN(CCCCN)C[C@H]1Cc2ccccc2CN1,127.0,1
F,,342.46,2.48,0.0,IC50,=,2116.0,nM,NCCCCN(Cc1ncccc1F)C[C@H]1Cc2ccccc2CN1,2116.0,0
B,,392.52,5.31,1.0,IC50,=,12000.0,nM,CCOC(=O)c1c(NC(=S)Nc2ccccc2F)sc2c1C(C)CCC2,12000.0,0
F,,392.59,3.85,0.0,IC50,>,33300.0,nM,CC(C)(CCN)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,33300.0,0
B,,404.56,5.18,1.0,IC50,=,8900.0,nM,CCOC(=O)c1c(NC(=S)Nc2cccc(OC)c2)sc2c1C(C)CCC2,8900.0,0
B,,458.53,6.07,1.0,IC50,=,12700.0,nM,CCOC(=O)c1c(NC(=S)Nc2ccc(OC(F)(F)F)cc2)sc2c1C(C)CCC2,12700.0,0
F,,393.58,2.98,0.0,IC50,=,130.0,nM,NCCCCN(CC1CN(c2ccccc2)CCN1)[C@H]1CCCc2cccnc21,130.0,1
B,,539.73,3.98,1.0,IC50,=,11.0,nM,CN1CCN(C(=O)Cn2c3ccccc3c3ccnc(CN(CCCCN)C4CCCc5cccnc54)c32)CC1,11.0,1
F,,534.71,4.02,1.0,IC50,<,4.0,nM,c1ccc(CNCCN(CCNCc2ccccn2)Cc2ccc(CNCc3nc4ccccc4[nH]3)cc2)nc1,4.0,1
B,,388.56,5.56,1.0,IC50,=,9300.0,nM,CC(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1C(C)CCC2,9300.0,0
B,,518.19,5.33,1.0,IC50,>,10000.0,nM,CCCN1C(=O)[C@@H](CC2CCCCC2)NC(=O)C12CCN(CCCCCCc1ccccc1)CC2.Cl,10000.0,0
B,,534.62,4.81,2.0,IC50,=,4800.0,nM,N=C(N)NCCCn1c(C(=O)Nc2cccc3ccccc23)cc2cc(NC(=O)Cc3ccc(O)cc3)ccc21,4800.0,0
B,,687.85,-1.66,2.0,IC50,=,690.0,nM,N=C(N)NCCC[C@H]1NC(=O)[C@H](NC(=O)CCNC(=N)N)CSSC[C@@H](C(N)=O)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC1=O,690.0,0
F,,470.62,5.04,1.0,IC50,=,38.0,nM,CN(C)C(=O)NCCCCN(Cc1nccc2c1[nH]c1ccccc12)C1CCCc2cccnc21,38.0,1
B,,512.66,3.84,1.0,IC50,=,26.0,nM,O=C(O)Cn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21,26.0,1
B,,380.54,2.83,0.0,IC50,=,8.3,nM,Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N2CCN(C)[C@H](C)C2)n1,8.3,1
B,,512.75,3.26,1.0,IC50,=,61.1,nM,CC(C)c1cc(NC2CCNCC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,61.1,1
B,,1569.88,,,IC50,=,2.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)CCCCCCCCC(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C,2.0,1
B,,300.49,4.53,0.0,IC50,>,10000.0,nM,c1cc(CNC2CCCCC2)ccc1CNC1CCCCC1,10000.0,0
B,,769.91,-0.2,2.0,IC50,>,30000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc3ccccc3c2)NC1=O,30000.0,0
B,,555.78,2.03,2.0,IC50,=,25.6,nM,Cc1cc(NC2CCN(CCC(N)=O)CC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,25.6,1
B,,1509.85,,,IC50,=,40539.0,nM,CSCC[C@H](NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)C(C)C,70269.5,0
F,,510.75,3.67,1.0,IC50,=,17.0,nM,O=S1(=O)CCC(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,17.0,1
F,,481.59,3.77,0.0,IC50,>,79000.0,nM,COc1cc(C(=O)NC2CC3CCCC(C2)N3CC(=O)Nc2ccc(C)cc2)cc(OC)c1OC,79000.0,0
F,,394.54,3.68,0.0,IC50,=,44.0,nM,C/C(CN)=C(/F)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,44.0,1
F,,378.56,3.52,0.0,IC50,=,11.0,nM,Cc1cnc2c(c1)CCC[C@@H]2N(CCCCN)C[C@H]1Cc2ccccc2CN1,11.0,1
B,,658.76,-0.18,2.0,IC50,=,42.0,nM,C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C,42.0,1
F,,459.68,3.65,0.0,IC50,=,50.0,nM,c1ccc2c(c1)CN[C@@H](CN(CCCN1CCN(C3CC3)CC1)[C@H]1CCCc3cccnc31)C2,50.0,1
B,,1018.2,,,IC50,=,21.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CNC(=O)[C@@H](CCCCNC(N)N)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,22.0,1
F,,526.69,4.06,1.0,IC50,=,12.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CC(=O)N3CCOCC3)c12)[C@H]1CCCc2cccnc21,45.5,1
B,,526.78,3.57,1.0,IC50,=,47.8,nM,CCCN1CCC(Nc2cc(C)nc(NCc3cn(CCCNCCCNC4CCCCC4)nn3)n2)CC1,47.8,1
F,,390.58,3.48,0.0,IC50,=,65.0,nM,c1ccc2c(c1)CN[C@@H](CN(CC1CCNCC1)[C@H]1CCCc3cccnc31)C2,65.0,1
F,,419.62,3.3,0.0,IC50,=,32.2,nM,CCCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,32.2,1
F,,473.71,4.47,0.0,IC50,=,715.0,nM,c1cnc2c(c1)CCC[C@@H]2N(CC1CCCCC1)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,715.0,0
B,,663.78,-1.53,2.0,IC50,=,10000.0,nM,N=C(N)NCCC(=O)N[C@H]1C/C=C\CC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,10000.0,0
F,,419.62,3.79,0.0,IC50,=,755.0,nM,CN(C[C@H]1Cc2c(cccc2N[C@H]2CC[C@H](N)CC2)CN1)[C@H]1CCCc2cccnc21,755.0,0
B,,522.69,6.5,2.0,IC50,>,1000.0,nM,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(Cn2cnc3ccccc32)c2ccccc2)CC1,1000.0,0
B,,518.14,4.68,0.0,IC50,>,10000.0,nM,C=CCOc1ccc(CN2CCC3(CC2)C(=O)NC(CC2CCCCC2)C(=O)N3CCCC)cc1.Cl,10000.0,0
B,,277.37,0.75,0.0,IC50,=,35.7,nM,c1cc(CN2CCOCC2)nc(CN2CCOCC2)c1,35.7,1
B,,320.4,3.03,0.0,IC50,=,13900.0,nM,Nc1nc2ccccc2n1CCCCn1c(N)nc2ccccc21,13900.0,0
F,,525.7,3.63,1.0,IC50,=,30.0,nM,NCCCn1c2ccccc2c2ccnc(CN(CCCN3CCNC(=O)C3)[C@H]3CCCc4cccnc43)c21,30.0,1
F,,424.51,5.48,1.0,IC50,=,9700.0,nM,CCCCN(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)c1nc2ccccc2o1,9700.0,0
B,,783.94,0.14,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
F,,366.51,2.05,0.0,IC50,=,4316.0,nM,c1cnc(CN(CCCN2CCNCC2)[C@H]2CCCc3cccnc32)nc1,4316.0,0
B,,334.94,4.72,0.0,IC50,=,3162.28,nM,Clc1ccccc1CN1CCC(CNCC2CCCCC2)CC1,3162.28,0
B,,488.64,5.72,1.0,IC50,=,120.0,nM,c1ccc(CNCc2ccc(CN(Cc3nc4ccccc4[nH]3)[C@H]3CCCc4cccnc43)cc2)nc1,120.0,1
F,,1017.16,,,IC50,>,10000.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CCCCNC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,10000.0,0
B,,352.52,4.26,0.0,IC50,=,794.33,nM,CCc1cccc(CNCC2CCN(Cc3ccccc3OC)CC2)c1,794.33,0
B,,758.95,1.63,2.0,IC50,>,30000.0,nM,CSCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)N(C)C1=O,30000.0,0
B,,359.52,4.36,0.0,IC50,>,10000.0,nM,CNC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1C(C)CCC2,10000.0,0
B,,397.78,5.65,1.0,IC50,=,2511.89,nM,Clc1ccccc1CN1CCC(CNCc2cccc(Cl)c2Cl)CC1,2511.89,0
B,,1855.13,,,IC50,>,1000.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)NCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)CCOCCOCCOCCNC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@H](N)CC(C)C)C(N)=O,1000.0,0
B,,341.46,2.12,0.0,IC50,>,10000.0,nM,Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N(C)CCO)n1,10000.0,0
B,,783.93,0.19,2.0,IC50,=,640.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]2CCCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,640.0,0
B,,290.37,3.7,0.0,IC50,=,0.3,nM,c1ccc(NCc2ccc(CNc3ccccn3)cc2)nc1,1.05,1
B,,234.34,1.87,0.0,IC50,>,10000.0,nM,COc1ccccc1CN1CCC(CN)CC1,10000.0,0
B,,374.53,5.17,1.0,IC50,>,10000.0,nM,CCOC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1C(C)CCC2,10000.0,0
F,,461.7,3.89,0.0,IC50,=,62.0,nM,CC(C)N1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,62.0,1
B,,318.85,3.06,0.0,IC50,=,1000.0,nM,Clc1ccccc1CN1CCC(CNCc2c[nH]cn2)CC1,1000.0,0
F,,324.47,3.4,0.0,IC50,=,35.0,nM,Cc1ccc(CN(CCCCN)C2CCCc3cccnc32)nc1,35.0,1
B,,481.65,5.33,2.0,IC50,=,62.0,nM,N=C(NCCCCNCCCNC(=N)Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1,62.0,1
F,,404.6,3.87,0.0,IC50,=,16.0,nM,c1ccc2c(c1)CN[C@@H](CN(CC[C@H]1CCCNC1)[C@H]1CCCc3cccnc31)C2,16.0,1
B,,865.0,1.11,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
F,,525.75,4.5,1.0,IC50,=,16.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CCCN3CCNCC3)c12)[C@H]1CCCc2cccnc21,15.5,1
F,,499.66,5.44,1.0,IC50,=,9585.0,nM,CC(C)(C)OC(=O)[C@@H](N)CCCN(Cc1nccc2c1[nH]c1ccccc12)[C@H]1CCCc2cccnc21,9585.0,0
B,,942.14,-2.09,3.0,IC50,>,10000.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,10000.0,0
B,,352.49,2.13,0.0,IC50,>,10000.0,nM,CN1CCN(c2nccc(CN(C)C3CCCc4cccnc43)n2)CC1,10000.0,0
F,,455.56,4.28,0.0,IC50,=,39.0,nM,COC(=O)c1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,39.0,1
B,,925.1,3.07,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)N(C)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,555.76,4.61,1.0,IC50,>,50000.0,nM,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,50000.0,0
B,,406.67,5.37,1.0,IC50,=,28.0,nM,C1=C(CS/C(=N\C2CCCCC2)NC2CCCCCCC2)N2CCN=C2S1,18.0,1
F,,438.54,5.87,1.0,IC50,=,5600.0,nM,CCCCCN(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)c1nc2ccccc2o1,5600.0,0
B,,1413.7,,,IC50,>,50000.0,nM,C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NCCCCCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,50000.0,0
B,,429.7,4.07,0.0,IC50,=,68.9,nM,Nc1cc(CNCCCNC2CCCCC2)ccc1CNCCCNC1CCCCC1,68.9,1
F,,975.08,-3.7,3.0,IC50,>,10000.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,10000.0,0
B,,1513.77,,,IC50,=,4.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)CCCCC(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C,4.0,1
B,,769.91,-0.2,2.0,IC50,>,1000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,1000.0,0
F,,338.5,2.65,0.0,IC50,=,2902.0,nM,Cc1cccc(CN(CCCCN)C[C@H]2Cc3ccccc3CN2)n1,2902.0,0
B,,409.58,2.24,0.0,IC50,=,18.0,nM,CN1CCN(c2cc(CN(CCCCN)C3CCCc4cccnc43)ncn2)CC1,18.0,1
B,,373.46,4.09,0.0,IC50,=,44.5,nM,NCc1cocc1N(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,44.5,1
B,,570.7,2.51,2.0,IC50,=,3000.0,nM,N=C(N)NCCCn1c(C(=O)NCCc2c[nH]c3ccccc23)cc2cc(NC(=O)C3CCN(C(=N)N)CC3)ccc21,3000.0,0
F,,451.14,4.39,0.0,IC50,=,1100.0,nM,C[C@H]1CCCCN1CCCNCc1ccc(CNCCCN2CCCC[C@@H]2C)cc1.Cl,1100.0,0
F,,1003.14,,,IC50,>,10000.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CCCNC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,10000.0,0
F,,431.63,3.39,0.0,IC50,=,23.5,nM,CN(C[C@H]1Cc2c(cccc2N2CCN(C3CC3)CC2)CN1)[C@H]1CCCc2cccnc21,23.5,1
B,,380.54,2.83,0.0,IC50,=,14.0,nM,Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N2CCN(C)[C@@H](C)C2)n1,14.0,1
B,,456.59,3.69,0.0,IC50,=,5.8,nM,NCCCCN(Cc1nccc2c3ccccc3n(CC(N)=O)c12)C1CCCc2cccnc21,5.8,1
B,,325.46,2.68,0.0,IC50,=,10.9,nM,NCCCCN(Cc1ncccc1N)[C@H]1CCCc2cccnc21,10.9,1
B,,2734.08,,,IC50,>,1000.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](C)C(=O)NCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)CCOCCOCCOCCNC(=O)[C@@H](C)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@H](N)CC(C)C)C(N)=O,1000.0,0
B,,698.83,0.16,2.0,IC50,>,1000.0,nM,N=C(N)NCCC[C@H]1NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\[C@@H](Cc2ccc3ccccc3c2)NC1=O,1000.0,0
B,,627.84,2.14,3.0,IC50,=,72.2,nM,Cc1cc(NC2CCN(C(=O)CCNCCC(=O)O)CC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,72.2,1
B,,2848.27,,,IC50,=,22.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)NCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)CCOCCOCCOCCNC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@H](N)CC(C)C)C(N)=O,22.0,1
B,,905.09,2.62,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2csc3ccccc23)N(C)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,846.99,1.29,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,340.48,2.16,0.0,IC50,=,1020.0,nM,CN(C)CCN(C)N(Cc1ccncn1)C1CCCc2cccnc21,1020.0,0
F,,459.51,5.28,1.0,IC50,>,10000.0,nM,c1cncc(CN(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)c2nc3ccccc3o2)c1,10000.0,0
F,,518.69,3.57,1.0,IC50,=,9999.0,nM,CS(=O)(=O)N1CCN(CCN(Cc2nccc3c2[nH]c2ccccc23)C2CCCc3cccnc32)CC1,9999.0,0
F,,539.73,4.15,1.0,IC50,=,4390.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CC(=O)N3CCC(N)CC3)c12)[C@H]1CCCc2cccnc21,4390.0,0
B,,430.64,6.47,1.0,IC50,>,10000.0,nM,CCOC(=O)c1c(NC(=S)Nc2ccc(C(C)(C)C)cc2)sc2c1C(C)CCC2,10000.0,0
B,,784.92,0.33,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
B,,567.69,6.41,2.0,IC50,>,1000.0,nM,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2cnc3ccccc32)c2ccccc2)CC1,1000.0,0
B,,1993.46,,,IC50,=,5000.0,nM,C[C@H]1/C=C\[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N)CSSC[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)NC(=O)C(CCCNC(N)=O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,7500.0,0
F,,502.01,4.12,1.0,IC50,=,79000.0,nM,COc1cc(C(=O)NC2CC3CCCC(C2)N3CC(=O)Nc2ccccc2Cl)cc(OC)c1OC,69550.0,0
