Ligand_ID;Run_ID;boltz_cif_file;boltz_confidence_file;Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
914;0;cxcr4_ligand_914_run_0_model_0.cif;confidence_cxcr4_ligand_914_run_0_model_0.json;CHEMBL2031844;;;632.69;3.0;5.03;39;C[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)cc1)c1cccc2ccccc12;IC50;'>';1000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368945;Inhibition of CXCR4 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;;;;;1.0
914;1;cxcr4_ligand_914_run_1_model_0.cif;confidence_cxcr4_ligand_914_run_1_model_0.json;CHEMBL2031844;;;632.69;3.0;5.03;39;C[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)cc1)c1cccc2ccccc12;IC50;'>';1000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368945;Inhibition of CXCR4 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;;;;;1.0
914;2;cxcr4_ligand_914_run_2_model_0.cif;confidence_cxcr4_ligand_914_run_2_model_0.json;CHEMBL2031844;;;632.69;3.0;5.03;39;C[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)cc1)c1cccc2ccccc12;IC50;'>';1000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368945;Inhibition of CXCR4 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;;;;;1.0
914;3;cxcr4_ligand_914_run_3_model_0.cif;confidence_cxcr4_ligand_914_run_3_model_0.json;CHEMBL2031844;;;632.69;3.0;5.03;39;C[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)cc1)c1cccc2ccccc12;IC50;'>';1000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368945;Inhibition of CXCR4 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;;;;;1.0
914;4;cxcr4_ligand_914_run_4_model_0.cif;confidence_cxcr4_ligand_914_run_4_model_0.json;CHEMBL2031844;;;632.69;3.0;5.03;39;C[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)cc1)c1cccc2ccccc12;IC50;'>';1000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368945;Inhibition of CXCR4 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;;;;;1.0
915;0;cxcr4_ligand_915_run_0_model_0.cif;confidence_cxcr4_ligand_915_run_0_model_0.json;CHEMBL3327372;;;580.69;2.0;-1.12;9;N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
915;1;cxcr4_ligand_915_run_1_model_0.cif;confidence_cxcr4_ligand_915_run_1_model_0.json;CHEMBL3327372;;;580.69;2.0;-1.12;9;N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
915;2;cxcr4_ligand_915_run_2_model_0.cif;confidence_cxcr4_ligand_915_run_2_model_0.json;CHEMBL3327372;;;580.69;2.0;-1.12;9;N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
915;3;cxcr4_ligand_915_run_3_model_0.cif;confidence_cxcr4_ligand_915_run_3_model_0.json;CHEMBL3327372;;;580.69;2.0;-1.12;9;N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
915;4;cxcr4_ligand_915_run_4_model_0.cif;confidence_cxcr4_ligand_915_run_4_model_0.json;CHEMBL3327372;;;580.69;2.0;-1.12;9;N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
916;0;cxcr4_ligand_916_run_0_model_0.cif;confidence_cxcr4_ligand_916_run_0_model_0.json;CHEMBL3327374;;;553.69;2.0;-0.27;12;N=C(N)NCCC[C@H]1C(=O)N(CCc2ccc3ccccc3c2)C[C@H]2SC[C@@H](NC(=O)CNC(=N)N)C(=O)N21;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
916;1;cxcr4_ligand_916_run_1_model_0.cif;confidence_cxcr4_ligand_916_run_1_model_0.json;CHEMBL3327374;;;553.69;2.0;-0.27;12;N=C(N)NCCC[C@H]1C(=O)N(CCc2ccc3ccccc3c2)C[C@H]2SC[C@@H](NC(=O)CNC(=N)N)C(=O)N21;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
916;2;cxcr4_ligand_916_run_2_model_0.cif;confidence_cxcr4_ligand_916_run_2_model_0.json;CHEMBL3327374;;;553.69;2.0;-0.27;12;N=C(N)NCCC[C@H]1C(=O)N(CCc2ccc3ccccc3c2)C[C@H]2SC[C@@H](NC(=O)CNC(=N)N)C(=O)N21;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
916;3;cxcr4_ligand_916_run_3_model_0.cif;confidence_cxcr4_ligand_916_run_3_model_0.json;CHEMBL3327374;;;553.69;2.0;-0.27;12;N=C(N)NCCC[C@H]1C(=O)N(CCc2ccc3ccccc3c2)C[C@H]2SC[C@@H](NC(=O)CNC(=N)N)C(=O)N21;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
916;4;cxcr4_ligand_916_run_4_model_0.cif;confidence_cxcr4_ligand_916_run_4_model_0.json;CHEMBL3327374;;;553.69;2.0;-0.27;12;N=C(N)NCCC[C@H]1C(=O)N(CCc2ccc3ccccc3c2)C[C@H]2SC[C@@H](NC(=O)CNC(=N)N)C(=O)N21;EC50;'<';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3368946;Antagonist activity at human CXCR4 expressed in COS7 cells assessed as inhibition of [3H]inositol-phosphates formation after 90 mins by scintillation proximity-based functional assay;F;BAO_0000219;cell-based format;Homo sapiens;;;COS-7;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3352041;1;Scientific Literature;Bioorg Med Chem;2014.0;CHEMBL3307648;;;;4.0
917;0;cxcr4_ligand_917_run_0_model_0.cif;confidence_cxcr4_ligand_917_run_0_model_0.json;CHEMBL3922941;;;3071.69;;;4;CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O;EC50;;;;;;Not Determined;;;;;;0;CHEMBL3860434;Agonist activity at HA-tagged human CXCR4 receptor expressed in HEK293 cells co-transfected with Galphai1-91-RlucII, Gbeta1, and GFP10-G-gamma1 incubated for 7 mins by Galpha1 protein activation-based BRET assay;B;BAO_0000219;cell-based format;Homo sapiens;;;HEK293;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3860039;1;Scientific Literature;J Med Chem;2016.0;CHEMBL3307715;;;;
917;1;cxcr4_ligand_917_run_1_model_0.cif;confidence_cxcr4_ligand_917_run_1_model_0.json;CHEMBL3922941;;;3071.69;;;4;CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O;EC50;;;;;;Not Determined;;;;;;0;CHEMBL3860434;Agonist activity at HA-tagged human CXCR4 receptor expressed in HEK293 cells co-transfected with Galphai1-91-RlucII, Gbeta1, and GFP10-G-gamma1 incubated for 7 mins by Galpha1 protein activation-based BRET assay;B;BAO_0000219;cell-based format;Homo sapiens;;;HEK293;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3860039;1;Scientific Literature;J Med Chem;2016.0;CHEMBL3307715;;;;
917;2;cxcr4_ligand_917_run_2_model_0.cif;confidence_cxcr4_ligand_917_run_2_model_0.json;CHEMBL3922941;;;3071.69;;;4;CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O;EC50;;;;;;Not Determined;;;;;;0;CHEMBL3860434;Agonist activity at HA-tagged human CXCR4 receptor expressed in HEK293 cells co-transfected with Galphai1-91-RlucII, Gbeta1, and GFP10-G-gamma1 incubated for 7 mins by Galpha1 protein activation-based BRET assay;B;BAO_0000219;cell-based format;Homo sapiens;;;HEK293;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3860039;1;Scientific Literature;J Med Chem;2016.0;CHEMBL3307715;;;;
917;3;cxcr4_ligand_917_run_3_model_0.cif;confidence_cxcr4_ligand_917_run_3_model_0.json;CHEMBL3922941;;;3071.69;;;4;CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O;EC50;;;;;;Not Determined;;;;;;0;CHEMBL3860434;Agonist activity at HA-tagged human CXCR4 receptor expressed in HEK293 cells co-transfected with Galphai1-91-RlucII, Gbeta1, and GFP10-G-gamma1 incubated for 7 mins by Galpha1 protein activation-based BRET assay;B;BAO_0000219;cell-based format;Homo sapiens;;;HEK293;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3860039;1;Scientific Literature;J Med Chem;2016.0;CHEMBL3307715;;;;
917;4;cxcr4_ligand_917_run_4_model_0.cif;confidence_cxcr4_ligand_917_run_4_model_0.json;CHEMBL3922941;;;3071.69;;;4;CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O;EC50;;;;;;Not Determined;;;;;;0;CHEMBL3860434;Agonist activity at HA-tagged human CXCR4 receptor expressed in HEK293 cells co-transfected with Galphai1-91-RlucII, Gbeta1, and GFP10-G-gamma1 incubated for 7 mins by Galpha1 protein activation-based BRET assay;B;BAO_0000219;cell-based format;Homo sapiens;;;HEK293;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3860039;1;Scientific Literature;J Med Chem;2016.0;CHEMBL3307715;;;;
918;0;cxcr4_ligand_918_run_0_model_0.cif;confidence_cxcr4_ligand_918_run_0_model_0.json;CHEMBL3902240;;;3245.89;;;23;CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc2cc3ccccc3cc2c1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O;IC50;'=';48.0;nM;7.32;;;UO_0000065;2.25;;;;0;CHEMBL3860433;Displacement of [125I]-CXCL12 from HA-tagged human recombinant CXCR4 expressed in HEK293 cells incubated for 1 hr by gamma-radiation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;;;HEK293;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3860039;1;Scientific Literature;J Med Chem;2016.0;CHEMBL3307715;;;;48.0
918;1;cxcr4_ligand_918_run_1_model_0.cif;confidence_cxcr4_ligand_918_run_1_model_0.json;CHEMBL3902240;;;3245.89;;;23;CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc2cc3ccccc3cc2c1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O;IC50;'=';48.0;nM;7.32;;;UO_0000065;2.25;;;;0;CHEMBL3860433;Displacement of [125I]-CXCL12 from HA-tagged human recombinant CXCR4 expressed in HEK293 cells incubated for 1 hr by gamma-radiation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;;;HEK293;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3860039;1;Scientific Literature;J Med Chem;2016.0;CHEMBL3307715;;;;48.0
918;2;cxcr4_ligand_918_run_2_model_0.cif;confidence_cxcr4_ligand_918_run_2_model_0.json;CHEMBL3902240;;;3245.89;;;23;CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc2cc3ccccc3cc2c1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O;IC50;'=';48.0;nM;7.32;;;UO_0000065;2.25;;;;0;CHEMBL3860433;Displacement of [125I]-CXCL12 from HA-tagged human recombinant CXCR4 expressed in HEK293 cells incubated for 1 hr by gamma-radiation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;;;HEK293;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3860039;1;Scientific Literature;J Med Chem;2016.0;CHEMBL3307715;;;;48.0
918;3;cxcr4_ligand_918_run_3_model_0.cif;confidence_cxcr4_ligand_918_run_3_model_0.json;CHEMBL3902240;;;3245.89;;;23;CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc2cc3ccccc3cc2c1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O;IC50;'=';48.0;nM;7.32;;;UO_0000065;2.25;;;;0;CHEMBL3860433;Displacement of [125I]-CXCL12 from HA-tagged human recombinant CXCR4 expressed in HEK293 cells incubated for 1 hr by gamma-radiation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;;;HEK293;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3860039;1;Scientific Literature;J Med Chem;2016.0;CHEMBL3307715;;;;48.0
