Ligand_ID;Run_ID;boltz_cif_file;boltz_confidence_file;Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
1;0;cxcr4_ligand_1_run_0_model_0.cif;confidence_cxcr4_ligand_1_run_0_model_0.json;CHEMBL537424;;;514.11;0.0;4.99;15;CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL869755;Inhibition of radio-isotope labeled SDF1-alpha binding to human recombinant CXCR4;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1138901;1;Scientific Literature;J Med Chem;2006.0;;;;;10.0
1;1;cxcr4_ligand_1_run_1_model_0.cif;confidence_cxcr4_ligand_1_run_1_model_0.json;CHEMBL537424;;;514.11;0.0;4.99;15;CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL869755;Inhibition of radio-isotope labeled SDF1-alpha binding to human recombinant CXCR4;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1138901;1;Scientific Literature;J Med Chem;2006.0;;;;;10.0
1;2;cxcr4_ligand_1_run_2_model_0.cif;confidence_cxcr4_ligand_1_run_2_model_0.json;CHEMBL537424;;;514.11;0.0;4.99;15;CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL869755;Inhibition of radio-isotope labeled SDF1-alpha binding to human recombinant CXCR4;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1138901;1;Scientific Literature;J Med Chem;2006.0;;;;;10.0
1;3;cxcr4_ligand_1_run_3_model_0.cif;confidence_cxcr4_ligand_1_run_3_model_0.json;CHEMBL537424;;;514.11;0.0;4.99;15;CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL869755;Inhibition of radio-isotope labeled SDF1-alpha binding to human recombinant CXCR4;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1138901;1;Scientific Literature;J Med Chem;2006.0;;;;;10.0
1;4;cxcr4_ligand_1_run_4_model_0.cif;confidence_cxcr4_ligand_1_run_4_model_0.json;CHEMBL537424;;;514.11;0.0;4.99;15;CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL869755;Inhibition of radio-isotope labeled SDF1-alpha binding to human recombinant CXCR4;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1138901;1;Scientific Literature;J Med Chem;2006.0;;;;;10.0
2;0;cxcr4_ligand_2_run_0_model_0.cif;confidence_cxcr4_ligand_2_run_0_model_0.json;CHEMBL436083;;;794.02;2.0;0.18;16q;N=C(N)NCCCN[C@H]1CSSC[C@H](C(=O)NCCc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';1000.0;nM;6.0;;;UO_0000065;7.56;0.15;5.82;2.18;0;CHEMBL827762;Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;1.0
2;1;cxcr4_ligand_2_run_1_model_0.cif;confidence_cxcr4_ligand_2_run_1_model_0.json;CHEMBL436083;;;794.02;2.0;0.18;16q;N=C(N)NCCCN[C@H]1CSSC[C@H](C(=O)NCCc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';1000.0;nM;6.0;;;UO_0000065;7.56;0.15;5.82;2.18;0;CHEMBL827762;Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;1.0
2;2;cxcr4_ligand_2_run_2_model_0.cif;confidence_cxcr4_ligand_2_run_2_model_0.json;CHEMBL436083;;;794.02;2.0;0.18;16q;N=C(N)NCCCN[C@H]1CSSC[C@H](C(=O)NCCc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';1000.0;nM;6.0;;;UO_0000065;7.56;0.15;5.82;2.18;0;CHEMBL827762;Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;1.0
2;3;cxcr4_ligand_2_run_3_model_0.cif;confidence_cxcr4_ligand_2_run_3_model_0.json;CHEMBL436083;;;794.02;2.0;0.18;16q;N=C(N)NCCCN[C@H]1CSSC[C@H](C(=O)NCCc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';1000.0;nM;6.0;;;UO_0000065;7.56;0.15;5.82;2.18;0;CHEMBL827762;Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;1.0
2;4;cxcr4_ligand_2_run_4_model_0.cif;confidence_cxcr4_ligand_2_run_4_model_0.json;CHEMBL436083;;;794.02;2.0;0.18;16q;N=C(N)NCCCN[C@H]1CSSC[C@H](C(=O)NCCc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';1000.0;nM;6.0;;;UO_0000065;7.56;0.15;5.82;2.18;0;CHEMBL827762;Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;1.0
3;0;cxcr4_ligand_3_run_0_model_0.cif;confidence_cxcr4_ligand_3_run_0_model_0.json;CHEMBL191949;;;677.81;2.0;-1.14;20c;N=C(N)NCCC(=O)N[C@H]1CC/C=C\CC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';10000.0;nM;5.0;;;UO_0000065;7.38;0.14;6.14;1.75;0;CHEMBL832941;"Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells; range = 1-10 uM";B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;10.0
3;1;cxcr4_ligand_3_run_1_model_0.cif;confidence_cxcr4_ligand_3_run_1_model_0.json;CHEMBL191949;;;677.81;2.0;-1.14;20c;N=C(N)NCCC(=O)N[C@H]1CC/C=C\CC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';10000.0;nM;5.0;;;UO_0000065;7.38;0.14;6.14;1.75;0;CHEMBL832941;"Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells; range = 1-10 uM";B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;10.0
3;2;cxcr4_ligand_3_run_2_model_0.cif;confidence_cxcr4_ligand_3_run_2_model_0.json;CHEMBL191949;;;677.81;2.0;-1.14;20c;N=C(N)NCCC(=O)N[C@H]1CC/C=C\CC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';10000.0;nM;5.0;;;UO_0000065;7.38;0.14;6.14;1.75;0;CHEMBL832941;"Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells; range = 1-10 uM";B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;10.0
3;3;cxcr4_ligand_3_run_3_model_0.cif;confidence_cxcr4_ligand_3_run_3_model_0.json;CHEMBL191949;;;677.81;2.0;-1.14;20c;N=C(N)NCCC(=O)N[C@H]1CC/C=C\CC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';10000.0;nM;5.0;;;UO_0000065;7.38;0.14;6.14;1.75;0;CHEMBL832941;"Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells; range = 1-10 uM";B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;10.0
3;4;cxcr4_ligand_3_run_4_model_0.cif;confidence_cxcr4_ligand_3_run_4_model_0.json;CHEMBL191949;;;677.81;2.0;-1.14;20c;N=C(N)NCCC(=O)N[C@H]1CC/C=C\CC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O;IC50;'=';10000.0;nM;5.0;;;UO_0000065;7.38;0.14;6.14;1.75;0;CHEMBL832941;"Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells; range = 1-10 uM";B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;10.0
4;0;cxcr4_ligand_4_run_0_model_0.cif;confidence_cxcr4_ligand_4_run_0_model_0.json;CHEMBL518924;MAVORIXAFOR;4.0;349.48;0.0;3.58;2, AMD11070;NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21;IC50;'=';30.0;nM;7.52;;;UO_0000065;21.53;0.4;3.94;10.62;0;CHEMBL3097223;Antagonist activity at CXCR4 in human PBMC assessed as inhibition of HIV-1 3B infection;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;30.0
4;1;cxcr4_ligand_4_run_1_model_0.cif;confidence_cxcr4_ligand_4_run_1_model_0.json;CHEMBL518924;MAVORIXAFOR;4.0;349.48;0.0;3.58;2, AMD11070;NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21;IC50;'=';30.0;nM;7.52;;;UO_0000065;21.53;0.4;3.94;10.62;0;CHEMBL3097223;Antagonist activity at CXCR4 in human PBMC assessed as inhibition of HIV-1 3B infection;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;30.0
4;2;cxcr4_ligand_4_run_2_model_0.cif;confidence_cxcr4_ligand_4_run_2_model_0.json;CHEMBL518924;MAVORIXAFOR;4.0;349.48;0.0;3.58;2, AMD11070;NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21;IC50;'=';30.0;nM;7.52;;;UO_0000065;21.53;0.4;3.94;10.62;0;CHEMBL3097223;Antagonist activity at CXCR4 in human PBMC assessed as inhibition of HIV-1 3B infection;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;30.0
4;3;cxcr4_ligand_4_run_3_model_0.cif;confidence_cxcr4_ligand_4_run_3_model_0.json;CHEMBL518924;MAVORIXAFOR;4.0;349.48;0.0;3.58;2, AMD11070;NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21;IC50;'=';30.0;nM;7.52;;;UO_0000065;21.53;0.4;3.94;10.62;0;CHEMBL3097223;Antagonist activity at CXCR4 in human PBMC assessed as inhibition of HIV-1 3B infection;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;30.0
4;4;cxcr4_ligand_4_run_4_model_0.cif;confidence_cxcr4_ligand_4_run_4_model_0.json;CHEMBL518924;MAVORIXAFOR;4.0;349.48;0.0;3.58;2, AMD11070;NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21;IC50;'=';30.0;nM;7.52;;;UO_0000065;21.53;0.4;3.94;10.62;0;CHEMBL3097223;Antagonist activity at CXCR4 in human PBMC assessed as inhibition of HIV-1 3B infection;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;30.0
5;0;cxcr4_ligand_5_run_0_model_0.cif;confidence_cxcr4_ligand_5_run_0_model_0.json;CHEMBL3091692;;;491.68;0.0;2.79;26;NCCCCN(C[C@H]1Cc2ccccc2CN1CC(=O)N1CCOCC1)[C@H]1CCCc2cccnc21;IC50;'=';570.0;nM;6.24;;;UO_0000065;;;;;0;CHEMBL3097226;Antagonist activity at CXCR4 in human Chem-1 cells assessed as inhibition of SDF-1alpha-mediated calcium flux preincubated for 10 mins by FLIPR assay;F;BAO_0000219;cell-based format;Homo sapiens;;;Chem-1;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;0.57
5;1;cxcr4_ligand_5_run_1_model_0.cif;confidence_cxcr4_ligand_5_run_1_model_0.json;CHEMBL3091692;;;491.68;0.0;2.79;26;NCCCCN(C[C@H]1Cc2ccccc2CN1CC(=O)N1CCOCC1)[C@H]1CCCc2cccnc21;IC50;'=';570.0;nM;6.24;;;UO_0000065;;;;;0;CHEMBL3097226;Antagonist activity at CXCR4 in human Chem-1 cells assessed as inhibition of SDF-1alpha-mediated calcium flux preincubated for 10 mins by FLIPR assay;F;BAO_0000219;cell-based format;Homo sapiens;;;Chem-1;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;0.57
5;2;cxcr4_ligand_5_run_2_model_0.cif;confidence_cxcr4_ligand_5_run_2_model_0.json;CHEMBL3091692;;;491.68;0.0;2.79;26;NCCCCN(C[C@H]1Cc2ccccc2CN1CC(=O)N1CCOCC1)[C@H]1CCCc2cccnc21;IC50;'=';570.0;nM;6.24;;;UO_0000065;;;;;0;CHEMBL3097226;Antagonist activity at CXCR4 in human Chem-1 cells assessed as inhibition of SDF-1alpha-mediated calcium flux preincubated for 10 mins by FLIPR assay;F;BAO_0000219;cell-based format;Homo sapiens;;;Chem-1;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;0.57
5;3;cxcr4_ligand_5_run_3_model_0.cif;confidence_cxcr4_ligand_5_run_3_model_0.json;CHEMBL3091692;;;491.68;0.0;2.79;26;NCCCCN(C[C@H]1Cc2ccccc2CN1CC(=O)N1CCOCC1)[C@H]1CCCc2cccnc21;IC50;'=';570.0;nM;6.24;;;UO_0000065;;;;;0;CHEMBL3097226;Antagonist activity at CXCR4 in human Chem-1 cells assessed as inhibition of SDF-1alpha-mediated calcium flux preincubated for 10 mins by FLIPR assay;F;BAO_0000219;cell-based format;Homo sapiens;;;Chem-1;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;0.57
5;4;cxcr4_ligand_5_run_4_model_0.cif;confidence_cxcr4_ligand_5_run_4_model_0.json;CHEMBL3091692;;;491.68;0.0;2.79;26;NCCCCN(C[C@H]1Cc2ccccc2CN1CC(=O)N1CCOCC1)[C@H]1CCCc2cccnc21;IC50;'=';570.0;nM;6.24;;;UO_0000065;;;;;0;CHEMBL3097226;Antagonist activity at CXCR4 in human Chem-1 cells assessed as inhibition of SDF-1alpha-mediated calcium flux preincubated for 10 mins by FLIPR assay;F;BAO_0000219;cell-based format;Homo sapiens;;;Chem-1;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL3091329;1;Scientific Literature;ACS Med Chem Lett;2013.0;;;;;0.57
6;0;cxcr4_ligand_6_run_0_model_0.cif;confidence_cxcr4_ligand_6_run_0_model_0.json;CHEMBL1949730;;;743.87;2.0;-0.73;5;CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=N)N;IC50;'=';2.0;nM;8.7;;;UO_0000065;11.69;0.22;9.43;3.1;0;CHEMBL1954783;Displacement of [125I]-CPCR4 from CXCR4 receptor in human Jurkat cells after 2 hrs by gamma counting;B;BAO_0000219;cell-based format;Homo sapiens;;;Jurkat;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1949612;1;Scientific Literature;J Med Chem;2011.0;CHEMBL3307526;;;;2.0
6;1;cxcr4_ligand_6_run_1_model_0.cif;confidence_cxcr4_ligand_6_run_1_model_0.json;CHEMBL1949730;;;743.87;2.0;-0.73;5;CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=N)N;IC50;'=';2.0;nM;8.7;;;UO_0000065;11.69;0.22;9.43;3.1;0;CHEMBL1954783;Displacement of [125I]-CPCR4 from CXCR4 receptor in human Jurkat cells after 2 hrs by gamma counting;B;BAO_0000219;cell-based format;Homo sapiens;;;Jurkat;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1949612;1;Scientific Literature;J Med Chem;2011.0;CHEMBL3307526;;;;2.0
6;2;cxcr4_ligand_6_run_2_model_0.cif;confidence_cxcr4_ligand_6_run_2_model_0.json;CHEMBL1949730;;;743.87;2.0;-0.73;5;CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=N)N;IC50;'=';2.0;nM;8.7;;;UO_0000065;11.69;0.22;9.43;3.1;0;CHEMBL1954783;Displacement of [125I]-CPCR4 from CXCR4 receptor in human Jurkat cells after 2 hrs by gamma counting;B;BAO_0000219;cell-based format;Homo sapiens;;;Jurkat;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1949612;1;Scientific Literature;J Med Chem;2011.0;CHEMBL3307526;;;;2.0
6;3;cxcr4_ligand_6_run_3_model_0.cif;confidence_cxcr4_ligand_6_run_3_model_0.json;CHEMBL1949730;;;743.87;2.0;-0.73;5;CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=N)N;IC50;'=';2.0;nM;8.7;;;UO_0000065;11.69;0.22;9.43;3.1;0;CHEMBL1954783;Displacement of [125I]-CPCR4 from CXCR4 receptor in human Jurkat cells after 2 hrs by gamma counting;B;BAO_0000219;cell-based format;Homo sapiens;;;Jurkat;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1949612;1;Scientific Literature;J Med Chem;2011.0;CHEMBL3307526;;;;2.0
6;4;cxcr4_ligand_6_run_4_model_0.cif;confidence_cxcr4_ligand_6_run_4_model_0.json;CHEMBL1949730;;;743.87;2.0;-0.73;5;CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=N)N;IC50;'=';2.0;nM;8.7;;;UO_0000065;11.69;0.22;9.43;3.1;0;CHEMBL1954783;Displacement of [125I]-CPCR4 from CXCR4 receptor in human Jurkat cells after 2 hrs by gamma counting;B;BAO_0000219;cell-based format;Homo sapiens;;;Jurkat;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1949612;1;Scientific Literature;J Med Chem;2011.0;CHEMBL3307526;;;;2.0
7;0;cxcr4_ligand_7_run_0_model_0.cif;confidence_cxcr4_ligand_7_run_0_model_0.json;CHEMBL366033;;;702.77;2.0;-0.47;23n;N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O;IC50;'=';610.0;nM;6.21;;;UO_0000065;8.84;0.17;6.68;2.35;0;CHEMBL827762;Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;0.61
7;1;cxcr4_ligand_7_run_1_model_0.cif;confidence_cxcr4_ligand_7_run_1_model_0.json;CHEMBL366033;;;702.77;2.0;-0.47;23n;N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O;IC50;'=';610.0;nM;6.21;;;UO_0000065;8.84;0.17;6.68;2.35;0;CHEMBL827762;Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;0.61
7;2;cxcr4_ligand_7_run_2_model_0.cif;confidence_cxcr4_ligand_7_run_2_model_0.json;CHEMBL366033;;;702.77;2.0;-0.47;23n;N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O;IC50;'=';610.0;nM;6.21;;;UO_0000065;8.84;0.17;6.68;2.35;0;CHEMBL827762;Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;0.61
7;3;cxcr4_ligand_7_run_3_model_0.cif;confidence_cxcr4_ligand_7_run_3_model_0.json;CHEMBL366033;;;702.77;2.0;-0.47;23n;N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O;IC50;'=';610.0;nM;6.21;;;UO_0000065;8.84;0.17;6.68;2.35;0;CHEMBL827762;Inhibition of [125I]SDF-1 binding to C-X-C chemokine receptor type 4 (CXCR4) expressed in CHO cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL2107;C-X-C chemokine receptor type 4;Homo sapiens;SINGLE PROTEIN;CHEMBL1144415;1;Scientific Literature;J Med Chem;2005.0;CHEMBL3308072;;;;0.61
